Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S11 Phase(Â°),S21 Phase
2000000000,-5.1107173,-7.1635528,-44.515419,-10.770312
2001000000,-5.0811853,-7.3153114,-44.701118,-12.653819
2002000000,-5.048789,-7.5093741,-44.84827,-14.201492
2003000000,-5.0231466,-7.7030573,-45.261509,-15.761551
2004000000,-5.0331869,-7.9542475,-45.497391,-16.85573
2005000000,-5.0313048,-8.1870241,-45.829643,-17.470327
2006000000,-5.0394988,-8.4178391,-46.123554,-17.719139
2007000000,-5.0734673,-8.6741982,-46.551613,-18.040617
2008000000,-5.1227145,-8.9180374,-46.720501,-17.676968
2009000000,-5.1822567,-9.1413832,-46.961323,-17.103104
2010000000,-5.2132187,-9.3256931,-46.998009,-16.219816
2011000000,-5.2673392,-9.4522543,-47.141869,-15.02424
2012000000,-5.3147283,-9.5700684,-47.086075,-13.863909
2013000000,-5.3305779,-9.6072702,-47.110115,-12.421598
2014000000,-5.3837042,-9.6069212,-46.921467,-10.749185
2015000000,-5.3903322,-9.5716743,-46.837833,-9.2826853
2016000000,-5.3933039,-9.4364014,-46.601971,-7.8671112
2017000000,-5.3917241,-9.3010578,-46.506756,-6.6250162
2018000000,-5.3811846,-9.0815315,-46.402931,-5.5615201
2019000000,-5.384584,-8.8391428,-46.497467,-4.5556498
2020000000,-5.3407788,-8.544631,-46.554939,-4.0679822
2021000000,-5.337255,-8.2516432,-46.547256,-3.7588389
2022000000,-5.2945919,-7.9048982,-46.716915,-3.9023066
2023000000,-5.2938042,-7.6157966,-46.96759,-4.4496336
2024000000,-5.294775,-7.2767892,-47.227097,-5.2932239
2025000000,-5.2977715,-6.9990644,-47.453938,-6.7978754
2026000000,-5.321691,-6.7486749,-47.786095,-8.2977972
2027000000,-5.3600912,-6.5270143,-48.066917,-10.334429
2028000000,-5.3963108,-6.3713279,-48.130917,-12.340156
2029000000,-5.434937,-6.2757173,-48.177742,-14.473777
2030000000,-5.4809957,-6.2342305,-48.296471,-16.795782
2031000000,-5.4850106,-6.1854525,-48.288963,-18.999472
2032000000,-5.5322762,-6.27279,-48.181156,-21.149803
2033000000,-5.5372691,-6.3682847,-47.967529,-23.109921
2034000000,-5.5295057,-6.5148835,-47.820477,-24.798122
2035000000,-5.5109115,-6.6945758,-47.675568,-26.338575
2036000000,-5.487257,-6.8988962,-47.646507,-27.545301
2037000000,-5.4612641,-7.1290913,-47.603275,-28.700632
2038000000,-5.4202895,-7.3499813,-47.712166,-29.219625
2039000000,-5.4038205,-7.616241,-47.898766,-29.604229
2040000000,-5.3671436,-7.8437276,-48.277264,-29.714905
2041000000,-5.3569565,-8.0627193,-48.712624,-29.496738
2042000000,-5.3744626,-8.2556477,-49.076645,-28.814653
2043000000,-5.3904066,-8.4380894,-49.431831,-27.970625
2044000000,-5.4297695,-8.5532055,-49.907764,-26.719501
2045000000,-5.4619336,-8.674325,-50.284515,-25.514427
2046000000,-5.5259829,-8.738512,-50.576946,-24.061728
2047000000,-5.5892267,-8.6774321,-50.550694,-22.630714
2048000000,-5.6710501,-8.6293068,-50.405724,-21.039932
2049000000,-5.7165823,-8.505743,-50.299072,-19.726419
2050000000,-5.7610092,-8.3324451,-50.096863,-18.387512
2051000000,-5.7739205,-8.1346579,-49.776821,-17.37015
2052000000,-5.803112,-7.8817825,-49.485168,-16.807928
2053000000,-5.7975311,-7.6090145,-49.27634,-16.326004
2054000000,-5.7707901,-7.3114552,-48.953789,-15.954241
2055000000,-5.7187133,-7.0245504,-48.831463,-16.198935
2056000000,-5.6817946,-6.725122,-48.773464,-16.813513
2057000000,-5.641808,-6.4199181,-48.912933,-17.478201
2058000000,-5.6174641,-6.142221,-49.027103,-18.774237
2059000000,-5.5559664,-5.9004388,-49.427002,-20.135092
2060000000,-5.5404577,-5.6713457,-49.740814,-21.876724
2061000000,-5.5431328,-5.5012045,-50.024052,-24.017736
2062000000,-5.5886049,-5.4143763,-50.535534,-26.110348
2063000000,-5.6014814,-5.3325891,-50.809074,-28.320141
2064000000,-5.6457753,-5.31005,-50.972237,-30.37821
2065000000,-5.7012901,-5.3461757,-51.015606,-32.508354
2066000000,-5.7587152,-5.4374628,-51.043789,-34.433231
2067000000,-5.7840395,-5.576088,-50.971771,-36.101868
2068000000,-5.8234248,-5.7564487,-50.749897,-37.663364
2069000000,-5.8332076,-5.9217782,-50.569405,-38.949799
2070000000,-5.8403211,-6.1431575,-50.366772,-40.106621
2071000000,-5.786705,-6.3284502,-50.281048,-40.579529
2072000000,-5.7815499,-6.5723572,-50.076313,-41.11488
2073000000,-5.740623,-6.7873292,-50.058445,-41.245472
2074000000,-5.6963983,-7.0029445,-50.169998,-41.238365
2075000000,-5.651845,-7.1934705,-50.227455,-40.762768
2076000000,-5.6134763,-7.3758855,-50.576176,-40.357903
2077000000,-5.5834646,-7.5582781,-50.807919,-39.300549
2078000000,-5.5637746,-7.6367478,-51.190796,-38.283718
2079000000,-5.5693808,-7.7003117,-51.787811,-36.901043
2080000000,-5.555284,-7.7121539,-52.139938,-35.391186
2081000000,-5.6018195,-7.6575108,-52.631119,-33.817566
2082000000,-5.6646786,-7.5874081,-53.099262,-32.449306
2083000000,-5.7158513,-7.4436846,-53.25021,-31.22555
2084000000,-5.7796922,-7.2371821,-53.431705,-30.111597
2085000000,-5.8648634,-7.0059958,-53.468956,-29.50267
2086000000,-5.9252234,-6.7433047,-53.218143,-28.971235
2087000000,-5.9671755,-6.462954,-53.013908,-28.773067
2088000000,-6.0008206,-6.1976995,-52.563175,-28.963469
2089000000,-5.9894562,-5.8969169,-52.222477,-29.344669
2090000000,-5.959537,-5.6507988,-51.783989,-30.06275
2091000000,-5.9138398,-5.3769541,-51.414543,-31.011406
2092000000,-5.8475924,-5.1383882,-51.442947,-32.386127
2093000000,-5.7736897,-4.930656,-51.519173,-33.972336
2094000000,-5.7018332,-4.7479053,-51.771515,-35.628338
2095000000,-5.6636162,-4.598712,-52.119785,-37.633202
2096000000,-5.6329465,-4.5318089,-52.717037,-39.760242
2097000000,-5.6373682,-4.4954624,-53.228546,-41.675781
2098000000,-5.6518636,-4.532867,-53.827805,-43.756187
2099000000,-5.6724634,-4.5736332,-54.195808,-45.667057
2100000000,-5.7590127,-4.6916747,-54.584549,-47.535995
2101000000,-5.80337,-4.8187404,-54.737202,-49.056969
2102000000,-5.8820014,-5.011488,-54.717609,-50.380936
2103000000,-5.9290419,-5.181788,-54.613369,-51.525242
2104000000,-5.9676409,-5.3980813,-54.397179,-52.331322
2105000000,-5.9671979,-5.6156359,-53.986126,-52.814205
2106000000,-5.9903774,-5.8142519,-53.92939,-53.265686
2107000000,-5.9613361,-6.0057511,-53.642761,-53.276138
2108000000,-5.9567008,-6.1993785,-53.410637,-53.05249
2109000000,-5.906774,-6.3761873,-53.374546,-52.672173
2110000000,-5.8577361,-6.5341759,-53.412045,-52.027515
2111000000,-5.7991381,-6.6314478,-53.489075,-50.881172
2112000000,-5.7586465,-6.7348614,-53.718681,-50.096657
2113000000,-5.7046943,-6.7704797,-53.950989,-48.887642
2114000000,-5.6387415,-6.742209,-54.255726,-47.578426
2115000000,-5.6506596,-6.7054477,-54.784309,-46.391209
2116000000,-5.6310067,-6.6545849,-55.15625,-45.063263
2117000000,-5.6622729,-6.4982772,-55.676033,-44.22509
2118000000,-5.6817923,-6.3243241,-56.122433,-43.145905
2119000000,-5.713367,-6.0897017,-56.557899,-42.553623
2120000000,-5.7643127,-5.8513165,-56.949059,-42.160107
2121000000,-5.8258867,-5.5922832,-57.059486,-42.109444
2122000000,-5.9171066,-5.369236,-57.022259,-42.502243
2123000000,-5.9510307,-5.0985518,-56.921371,-43.035057
2124000000,-5.9870901,-4.8181524,-56.663494,-43.920765
2125000000,-5.9908447,-4.5974822,-56.290112,-44.975258
2126000000,-5.9721637,-4.4137049,-56.144539,-46.288933
2127000000,-5.952457,-4.2589159,-55.857471,-47.795776
2128000000,-5.9141088,-4.1169534,-55.852734,-49.57428
2129000000,-5.8648357,-4.0488601,-55.871346,-51.211723
2130000000,-5.776938,-3.9799418,-56.025452,-53.077915
2131000000,-5.723053,-3.9749627,-56.573452,-55.126896
2132000000,-5.6762772,-4.010344,-57.071728,-56.919872
2133000000,-5.6881576,-4.0913887,-57.586548,-58.503418
2134000000,-5.7013979,-4.227283,-58.249172,-60.135376
2135000000,-5.7528176,-4.3714938,-58.763786,-61.511887
2136000000,-5.8138542,-4.5280452,-59.263859,-62.56797
2137000000,-5.8805718,-4.7142882,-59.433254,-63.520672
2138000000,-5.9630203,-4.9387918,-59.5215,-64.034851
2139000000,-6.023705,-5.1111455,-59.327168,-64.241074
2140000000,-6.081367,-5.3297424,-59.109413,-64.312035
2141000000,-6.1093016,-5.4895258,-58.906784,-64.25174
2142000000,-6.1007113,-5.6287761,-58.570206,-63.943161
2143000000,-6.1016216,-5.7563596,-58.342403,-63.439178
2144000000,-6.0939713,-5.9017992,-58.078335,-62.565914
2145000000,-6.0307546,-5.9560394,-58.032436,-61.61718
2146000000,-5.9920754,-6.0253415,-57.921951,-60.941921
2147000000,-5.9245052,-6.0278349,-58.051109,-59.787857
2148000000,-5.8592501,-5.9771266,-58.144703,-58.708801
2149000000,-5.826098,-5.9548907,-58.471352,-57.713337
2150000000,-5.7916393,-5.8206301,-58.834976,-56.71455
2151000000,-5.7525601,-5.7179685,-59.245014,-55.840393
2152000000,-5.7234955,-5.5218801,-59.853828,-55.228256
2153000000,-5.7251062,-5.3019161,-60.279835,-54.816811
2154000000,-5.7600703,-5.0749674,-60.816689,-54.792358
2155000000,-5.7780643,-4.8461437,-61.237946,-55.038944
2156000000,-5.8284688,-4.6316085,-61.630135,-55.601719
2157000000,-5.8840723,-4.3865886,-61.807236,-56.136425
2158000000,-5.9219418,-4.1789784,-61.929195,-56.966702
2159000000,-5.9773026,-4.0186658,-62.012394,-58.315331
2160000000,-6.0197206,-3.8763125,-61.93697,-59.619049
2161000000,-6.0279589,-3.7273448,-61.861248,-61.02121
2162000000,-6.0365438,-3.6784356,-61.732452,-62.749924
2163000000,-6.014348,-3.6361818,-61.657047,-64.367294
2164000000,-5.9890909,-3.6389949,-61.553051,-65.996765
2165000000,-5.9549818,-3.6567142,-61.667374,-67.327896
2166000000,-5.8873143,-3.7423663,-61.758907,-68.835754
2167000000,-5.8715672,-3.8276484,-62.288826,-70.342682
2168000000,-5.8401508,-3.9529536,-62.591839,-71.548141
2169000000,-5.8332734,-4.102417,-63.241589,-72.584435
2170000000,-5.8596497,-4.2903872,-63.669998,-73.297089
2171000000,-5.9040613,-4.4361324,-64.185745,-73.772316
2172000000,-5.9436116,-4.6064506,-64.518623,-73.926178
2173000000,-6.0277677,-4.8004036,-64.968292,-74.233131
2174000000,-6.091888,-4.9677486,-64.966637,-73.91024
2175000000,-6.1614428,-5.0775971,-65.045937,-73.709373
2176000000,-6.2081761,-5.1917486,-64.859909,-73.110947
2177000000,-6.2468424,-5.2972364,-64.679291,-72.437088
2178000000,-6.2469125,-5.3548613,-64.215294,-71.593315
2179000000,-6.227428,-5.3687215,-64.066612,-70.685883
2180000000,-6.2161527,-5.3647065,-63.842735,-69.885925
2181000000,-6.1846595,-5.3097882,-63.708939,-69.132912
2182000000,-6.1558337,-5.247982,-63.766293,-68.270805
2183000000,-6.0810828,-5.1509504,-63.781624,-67.452652
2184000000,-6.0093045,-5.0365467,-63.960896,-66.61483
2185000000,-5.9723382,-4.8414364,-64.344475,-66.292282
2186000000,-5.9323759,-4.6809368,-64.896355,-66.052322
2187000000,-5.8989697,-4.4847922,-65.316269,-65.929268
2188000000,-5.8976955,-4.2849069,-65.982079,-66.196297
2189000000,-5.91078,-4.0700455,-66.384354,-66.814346
2190000000,-5.9506202,-3.8815029,-67.052032,-67.314308
2191000000,-5.9902968,-3.7014897,-67.471619,-68.339973
2192000000,-6.0458455,-3.5407844,-67.799713,-69.44648
2193000000,-6.1104527,-3.4362483,-67.933189,-70.688583
2194000000,-6.1490402,-3.3288338,-68.059219,-72.066513
2195000000,-6.2092514,-3.2770216,-68.020332,-73.458496
2196000000,-6.2284613,-3.2380326,-68.001183,-75.034645
2197000000,-6.2405396,-3.253058,-67.913261,-76.530182
2198000000,-6.2532315,-3.3097079,-67.711884,-77.799301
2199000000,-6.2179928,-3.3761966,-67.911964,-79.116417
2200000000,-6.2007589,-3.4561548,-67.868561,-80.339119
2201000000,-6.1770453,-3.5638428,-68.056,-81.374443
2202000000,-6.1398559,-3.7294569,-68.327774,-82.177444
2203000000,-6.098115,-3.8676825,-68.612167,-82.686386
2204000000,-6.0952406,-4.0121469,-69.276062,-83.238426
2205000000,-6.1004777,-4.1694622,-69.608887,-83.431953
2206000000,-6.1217771,-4.3536806,-70.049019,-83.440018
2207000000,-6.1803999,-4.4825749,-70.600761,-83.112686
2208000000,-6.2069263,-4.5845242,-71.081146,-82.831337
2209000000,-6.2657709,-4.7231679,-71.238029,-82.200981
2210000000,-6.3175106,-4.7519155,-71.460663,-81.501022
2211000000,-6.4129362,-4.7804241,-71.589668,-80.545616
2212000000,-6.4707136,-4.7929487,-71.355263,-79.83049
2213000000,-6.5298567,-4.7389669,-71.394539,-79.060387
2214000000,-6.5548773,-4.686882,-71.055458,-78.24099
2215000000,-6.5359111,-4.6171355,-70.906601,-77.553986
2216000000,-6.5475497,-4.454524,-70.679733,-77.20047
2217000000,-6.4857512,-4.3355317,-70.568871,-76.70237
2218000000,-6.4433823,-4.1581807,-70.551476,-76.587944
2219000000,-6.380981,-3.9897873,-70.642555,-76.393295
2220000000,-6.3340378,-3.813683,-71.023125,-76.648605
2221000000,-6.2728486,-3.6216452,-71.489227,-76.933548
2222000000,-6.2448311,-3.4527938,-72.067276,-77.460068
2223000000,-6.2594056,-3.2772288,-72.567848,-78.418633
2224000000,-6.279295,-3.1173866,-73.262428,-79.414177
2225000000,-6.3182964,-3.000361,-73.948853,-80.592995
2226000000,-6.3781819,-2.8895056,-74.332695,-81.794655
2227000000,-6.4393034,-2.8398139,-74.732826,-83.379234
2228000000,-6.5239439,-2.8178661,-74.947609,-84.623169
2229000000,-6.5850625,-2.8147416,-74.927002,-86.159904
2230000000,-6.6537285,-2.8382549,-74.858131,-87.520966
2231000000,-6.6734757,-2.9143867,-74.741158,-88.864967
2232000000,-6.6803155,-2.9993775,-74.653885,-90.069443
2233000000,-6.701663,-3.1100349,-74.575218,-90.939972
2234000000,-6.6723642,-3.2183418,-74.336449,-91.775742
2235000000,-6.6415014,-3.3913312,-74.227562,-92.384857
2236000000,-6.6080017,-3.5314593,-74.454948,-92.959282
2237000000,-6.5827994,-3.6734254,-74.815407,-93.132805
2238000000,-6.5345163,-3.8212399,-75.093544,-93.343124
2239000000,-6.5133843,-4.0024405,-75.455505,-93.255112
2240000000,-6.4876628,-4.0913868,-75.962807,-92.76754
2241000000,-6.5114398,-4.2186899,-76.60881,-92.331894
2242000000,-6.553164,-4.2782469,-77.223999,-91.640755
2243000000,-6.5709352,-4.3257632,-77.761093,-90.776352
2244000000,-6.6618876,-4.3536601,-78.36853,-90.001587
2245000000,-6.7317271,-4.3395982,-78.568993,-89.191986
2246000000,-6.7775898,-4.2672791,-79.006386,-88.223282
2247000000,-6.8650994,-4.1826634,-79.140388,-87.599182
2248000000,-6.9402704,-4.0559511,-78.987099,-86.897392
2249000000,-6.9992032,-3.9006681,-78.76001,-86.515373
2250000000,-7.041379,-3.7806675,-78.690781,-86.295738
2251000000,-7.0740795,-3.586632,-78.275017,-86.302124
2252000000,-7.0647922,-3.4137516,-78.116211,-86.409012
2253000000,-7.0389476,-3.2655389,-78.02829,-86.899559
2254000000,-7.0061908,-3.0736284,-78.09819,-87.284363
2255000000,-6.92941,-2.9169838,-78.241798,-88.153519
2256000000,-6.8886056,-2.7833617,-78.484322,-88.912193
2257000000,-6.8597064,-2.6312804,-78.819527,-89.999756
2258000000,-6.8330331,-2.5289772,-79.595757,-91.257927
2259000000,-6.8494005,-2.4590144,-80.301552,-92.712921
2260000000,-6.8950696,-2.4155164,-80.973228,-94.100853
2261000000,-6.9464769,-2.3981359,-81.56311,-95.492165
2262000000,-7.0257297,-2.4204528,-82.193878,-96.807655
2263000000,-7.1200523,-2.4764421,-82.290665,-98.050323
2264000000,-7.2202458,-2.5750859,-82.51181,-99.392654
2265000000,-7.3063779,-2.6935117,-82.312828,-100.23936
2266000000,-7.3499646,-2.7962427,-82.073685,-101.20662
2267000000,-7.4309816,-2.9495814,-81.760582,-101.9329
2268000000,-7.4282155,-3.0624998,-81.438766,-102.46578
2269000000,-7.4087095,-3.2155459,-81.130386,-102.80479
2270000000,-7.3582983,-3.3702722,-80.96611,-103.08751
2271000000,-7.3250055,-3.5308936,-80.877419,-103.08051
2272000000,-7.2738714,-3.6618061,-81.03569,-102.86404
2273000000,-7.1997361,-3.78246,-81.345459,-102.48383
2274000000,-7.1377993,-3.8805084,-81.670029,-101.94582
2275000000,-7.1010952,-3.9704943,-82.447266,-101.26047
2276000000,-7.1001406,-4.0229125,-83.217239,-100.49361
2277000000,-7.0820603,-4.0235066,-83.588654,-99.426163
2278000000,-7.104156,-4.0213785,-84.646523,-98.720383
2279000000,-7.1585469,-3.9640598,-85.311615,-97.826241
2280000000,-7.2189007,-3.8669004,-86.017937,-97.092804
2281000000,-7.3446903,-3.7540805,-86.558769,-96.512314
2282000000,-7.4252553,-3.5860195,-86.8992,-96.102753
2283000000,-7.5584798,-3.4307981,-87.308792,-95.700325
2284000000,-7.6537828,-3.258353,-87.486359,-95.957253
2285000000,-7.7704587,-3.0923872,-87.319458,-95.876236
2286000000,-7.8150382,-2.8951023,-86.943504,-96.44651
2287000000,-7.891511,-2.7352743,-86.697037,-96.96624
2288000000,-7.9085965,-2.5704415,-86.291222,-97.887199
2289000000,-7.8962126,-2.4402823,-86.005379,-98.68261
2290000000,-7.8662043,-2.3303361,-85.831985,-99.663651
2291000000,-7.8260117,-2.2389245,-85.941719,-101.03264
2292000000,-7.7602162,-2.1906707,-85.860306,-102.13388
2293000000,-7.7164478,-2.1267815,-86.298195,-103.53446
2294000000,-7.6415639,-2.1463566,-86.889091,-104.75793
2295000000,-7.6600885,-2.1431446,-87.533127,-106.14663
2296000000,-7.7049093,-2.2279005,-88.461304,-107.60431
2297000000,-7.7639418,-2.2935352,-89.19062,-108.60921
2298000000,-7.8467774,-2.4200714,-89.757408,-109.51514
2299000000,-7.9533429,-2.5591731,-90.101448,-110.4082
2300000000,-8.0712662,-2.6865222,-90.283218,-110.93179
2301000000,-8.1903648,-2.8236487,-90.079079,-111.4813
2302000000,-8.2848139,-2.9797614,-89.690063,-111.77707
2303000000,-8.337491,-3.1320279,-89.328156,-111.71848
2304000000,-8.3722754,-3.2530587,-89.00782,-111.76837
2305000000,-8.3653049,-3.3539546,-88.610222,-111.50584
2306000000,-8.3456841,-3.4552698,-88.233406,-111.11798
2307000000,-8.2769279,-3.5678287,-88.017151,-110.63021
2308000000,-8.1859589,-3.6251512,-87.966896,-110.07003
2309000000,-8.1343794,-3.6532252,-88.161438,-109.38589
2310000000,-8.0488968,-3.6714077,-88.510841,-108.77583
2311000000,-7.9662299,-3.650352,-89.19635,-107.69289
2312000000,-7.9447746,-3.6481819,-90.136314,-106.84546
2313000000,-7.9410048,-3.5483308,-90.826134,-106.25082
2314000000,-7.9725246,-3.4282136,-91.781609,-105.48484
2315000000,-7.9857612,-3.2733829,-92.779892,-105.12246
2316000000,-8.0693359,-3.1043458,-93.914299,-104.87457
2317000000,-8.2007666,-2.9674671,-94.571404,-104.76646
2318000000,-8.336319,-2.7690175,-94.845413,-104.84096
2319000000,-8.4390907,-2.6076119,-95.299759,-105.42966
2320000000,-8.6178617,-2.4373271,-95.506332,-106.13411
2321000000,-8.7423019,-2.2957692,-95.29258,-106.97576
2322000000,-8.8644142,-2.1711991,-95.148376,-107.79408
2323000000,-8.9274521,-2.087558,-94.413887,-108.80385
2324000000,-9.0066996,-2.0061445,-94.080643,-109.94877
2325000000,-9.009819,-1.9203734,-93.724174,-111.16994
2326000000,-9.0061045,-1.9036733,-93.132149,-112.19549
2327000000,-8.9682674,-1.8963169,-93.05864,-113.59961
2328000000,-8.8952065,-1.897843,-93.011482,-114.70407
2329000000,-8.8793802,-1.9880455,-93.204277,-115.85382
