Freq(Hz),S21 Phase(deg)
1000000000,-31.301643
1001000000,-31.332808
1002000000,-31.212919
1003000000,-31.278296
1004000000,-31.497305
1005000000,-31.351234
1006000000,-31.625061
1007000000,-31.437616
1008000000,-31.483425
1009000000,-31.491283
1010000000,-31.606161
1011000000,-31.601315
1012000000,-31.609657
1013000000,-31.722557
1014000000,-31.637875
1015000000,-31.785969
1016000000,-31.790335
1017000000,-31.887991
1018000000,-31.892616
1019000000,-31.862726
1020000000,-31.929167
1021000000,-31.970865
1022000000,-32.005459
1023000000,-32.017334
1024000000,-32.05756
1025000000,-32.026237
1026000000,-31.896591
1027000000,-32.17934
1028000000,-32.032253
1029000000,-32.077461
1030000000,-32.121853
1031000000,-32.112034
1032000000,-32.333706
1033000000,-32.282272
1034000000,-32.266598
1035000000,-32.358715
1036000000,-32.305744
1037000000,-32.386684
1038000000,-32.288342
1039000000,-32.364174
1040000000,-32.417946
1041000000,-32.551357
1042000000,-32.587124
1043000000,-32.71983
1044000000,-32.647373
1045000000,-32.607021
1046000000,-32.502357
1047000000,-32.809956
1048000000,-32.78318
1049000000,-32.792652
1050000000,-32.724026
1051000000,-32.846191
1052000000,-32.855019
1053000000,-32.771202
1054000000,-33.002369
1055000000,-32.908482
1056000000,-32.895641
1057000000,-33.096775
1058000000,-33.084145
1059000000,-32.988037
1060000000,-32.966015
1061000000,-32.94775
1062000000,-33.174461
1063000000,-33.259075
1064000000,-33.364178
1065000000,-33.36842
1066000000,-33.260372
1067000000,-33.292301
1068000000,-33.434952
1069000000,-33.183506
1070000000,-33.225204
1071000000,-33.397614
1072000000,-33.558239
1073000000,-33.573196
1074000000,-33.513973
1075000000,-33.452835
1076000000,-33.431618
1077000000,-33.313641
1078000000,-33.62957
1079000000,-33.741695
1080000000,-33.751526
1081000000,-33.655231
1082000000,-33.815453
1083000000,-33.501797
1084000000,-33.796829
1085000000,-34.035736
1086000000,-33.901787
1087000000,-33.863342
1088000000,-34.00354
1089000000,-33.888512
1090000000,-33.990761
1091000000,-33.988323
1092000000,-34.055477
1093000000,-33.905312
1094000000,-34.14278
1095000000,-33.838959
1096000000,-33.987309
1097000000,-34.16333
1098000000,-34.045681
1099000000,-34.339603
1100000000,-34.388187
1101000000,-34.398598
1102000000,-34.305481
1103000000,-34.267204
1104000000,-34.584389
1105000000,-34.386246
1106000000,-34.452251
1107000000,-34.513607
1108000000,-34.766014
1109000000,-34.548519
1110000000,-34.608723
1111000000,-34.659355
1112000000,-34.604443
1113000000,-34.524601
1114000000,-34.568508
1115000000,-34.789097
1116000000,-34.603622
1117000000,-34.652802
1118000000,-34.788761
1119000000,-34.858707
1120000000,-34.935802
1121000000,-34.912376
1122000000,-34.991753
1123000000,-34.862331
1124000000,-35.04842
1125000000,-35.110134
1126000000,-35.072102
1127000000,-35.044392
1128000000,-34.989548
1129000000,-35.178074
1130000000,-35.310879
1131000000,-35.206612
1132000000,-35.066113
1133000000,-35.537907
1134000000,-35.371574
1135000000,-35.400116
1136000000,-35.523869
1137000000,-35.473915
1138000000,-35.683048
1139000000,-35.448681
1140000000,-35.478382
1141000000,-35.344879
1142000000,-35.669937
1143000000,-35.501003
1144000000,-35.445305
1145000000,-35.59774
1146000000,-35.69416
1147000000,-35.627846
1148000000,-35.77832
1149000000,-35.683266
1150000000,-35.904217
1151000000,-35.943058
1152000000,-35.857834
1153000000,-35.856316
1154000000,-35.916332
1155000000,-35.757931
1156000000,-35.681042
1157000000,-36.201485
1158000000,-35.941067
1159000000,-36.166855
1160000000,-36.130894
1161000000,-36.131401
1162000000,-36.165234
1163000000,-36.21909
1164000000,-36.289074
1165000000,-36.15958
1166000000,-36.408997
1167000000,-36.32576
1168000000,-36.337166
1169000000,-36.374413
1170000000,-36.400082
1171000000,-36.430275
1172000000,-36.351654
1173000000,-36.503036
1174000000,-36.439014
1175000000,-36.593769
1176000000,-36.514725
1177000000,-36.545891
1178000000,-36.636009
1179000000,-36.818405
1180000000,-36.730625
1181000000,-36.574585
1182000000,-36.843468
1183000000,-36.687141
1184000000,-37.010612
1185000000,-36.764893
1186000000,-36.739243
1187000000,-36.909748
1188000000,-36.834187
1189000000,-36.954235
1190000000,-36.91893
1191000000,-36.924366
1192000000,-37.041061
1193000000,-37.119267
1194000000,-37.195778
1195000000,-37.13813
1196000000,-37.140228
1197000000,-37.110416
1198000000,-37.397354
1199000000,-37.16254
1200000000,-37.35384
1201000000,-37.210018
1202000000,-37.301506
1203000000,-37.510147
1204000000,-37.385002
1205000000,-37.571209
1206000000,-37.484882
1207000000,-37.454399
1208000000,-37.674385
1209000000,-37.691116
1210000000,-37.481663
1211000000,-37.54269
1212000000,-37.513142
1213000000,-37.820259
1214000000,-37.629631
1215000000,-37.91267
1216000000,-37.751442
1217000000,-37.856354
1218000000,-37.90678
1219000000,-38.040001
1220000000,-37.98772
1221000000,-37.985542
1222000000,-37.980198
1223000000,-37.945972
1224000000,-37.841175
1225000000,-37.826233
1226000000,-38.040478
1227000000,-38.156193
1228000000,-38.356297
1229000000,-38.179031
1230000000,-38.130165
1231000000,-38.116047
1232000000,-38.283207
1233000000,-38.317444
1234000000,-38.514175
1235000000,-38.478355
1236000000,-38.315536
1237000000,-38.333977
1238000000,-38.31311
1239000000,-38.307766
1240000000,-38.521984
1241000000,-38.538887
1242000000,-38.493221
1243000000,-38.657703
1244000000,-38.497246
1245000000,-38.812248
1246000000,-38.598629
1247000000,-38.711872
1248000000,-38.742455
1249000000,-38.781094
1250000000,-38.839821
1251000000,-38.837616
1252000000,-38.848579
1253000000,-38.937485
1254000000,-38.953568
1255000000,-38.803444
1256000000,-38.89349
1257000000,-39.095276
1258000000,-38.964272
1259000000,-39.007259
1260000000,-39.221989
1261000000,-38.998722
1262000000,-39.219242
1263000000,-39.123146
1264000000,-39.142204
1265000000,-39.087761
1266000000,-39.399704
1267000000,-39.276585
1268000000,-39.262749
1269000000,-39.467575
1270000000,-39.281544
1271000000,-39.480961
1272000000,-39.385384
1273000000,-39.598083
1274000000,-39.376816
1275000000,-39.570358
1276000000,-39.590668
1277000000,-39.56461
1278000000,-39.684544
1279000000,-39.715996
1280000000,-39.579376
1281000000,-39.679489
1282000000,-39.865536
1283000000,-39.694843
1284000000,-39.492142
1285000000,-40.027378
1286000000,-39.960724
1287000000,-39.841125
1288000000,-39.952209
1289000000,-40.011253
1290000000,-39.902271
1291000000,-40.039913
1292000000,-40.033943
1293000000,-40.132992
1294000000,-39.993992
1295000000,-40.262268
1296000000,-40.192944
1297000000,-40.285515
1298000000,-40.227642
1299000000,-40.291241
1300000000,-40.383152
1301000000,-40.501171
1302000000,-40.267551
1303000000,-40.248955
1304000000,-40.348621
1305000000,-40.36129
1306000000,-40.570831
1307000000,-40.454746
1308000000,-40.47966
1309000000,-40.544617
1310000000,-40.602093
1311000000,-40.839855
1312000000,-40.860893
1313000000,-40.604893
1314000000,-40.725189
1315000000,-40.600483
1316000000,-40.85696
1317000000,-40.966087
1318000000,-40.790028
1319000000,-40.924511
1320000000,-40.917053
1321000000,-40.929813
1322000000,-40.794617
1323000000,-40.987144
1324000000,-41.097301
1325000000,-41.121407
1326000000,-41.043064
1327000000,-41.125
1328000000,-41.168243
1329000000,-41.233597
1330000000,-41.213821
1331000000,-41.194351
1332000000,-41.249809
1333000000,-41.335052
1334000000,-41.363182
1335000000,-41.435959
1336000000,-41.597252
1337000000,-41.316753
1338000000,-41.528969
1339000000,-41.636787
1340000000,-41.539169
1341000000,-41.608166
1342000000,-41.581009
1343000000,-41.546139
1344000000,-41.736179
1345000000,-41.689384
1346000000,-41.618225
1347000000,-41.610371
1348000000,-41.814629
1349000000,-41.95665
1350000000,-41.940033
1351000000,-41.920265
1352000000,-41.780048
1353000000,-41.725845
1354000000,-41.925797
1355000000,-41.963993
1356000000,-42.121777
1357000000,-41.96241
1358000000,-42.050575
1359000000,-42.051445
1360000000,-42.024712
1361000000,-42.195179
1362000000,-42.212471
1363000000,-42.28347
1364000000,-42.002316
1365000000,-42.137417
1366000000,-42.372711
1367000000,-42.417202
1368000000,-42.230885
1369000000,-42.493484
1370000000,-42.274143
1371000000,-42.553432
1372000000,-42.461609
1373000000,-42.550808
1374000000,-42.612846
1375000000,-42.669289
1376000000,-42.693218
1377000000,-42.449875
1378000000,-42.635197
1379000000,-42.631077
1380000000,-42.704948
1381000000,-42.866318
1382000000,-42.603565
1383000000,-42.917164
1384000000,-42.792595
1385000000,-43.043259
1386000000,-42.818043
1387000000,-42.893177
1388000000,-42.897869
1389000000,-42.877827
1390000000,-43.002953
1391000000,-43.086529
1392000000,-43.117863
1393000000,-42.923965
1394000000,-43.19838
1395000000,-43.147327
1396000000,-43.129177
1397000000,-43.236843
1398000000,-43.151691
1399000000,-43.133327
1400000000,-43.242901
1401000000,-43.180878
1402000000,-43.317646
1403000000,-43.339188
1404000000,-43.470478
1405000000,-43.396011
1406000000,-43.354046
1407000000,-43.444885
1408000000,-43.47298
1409000000,-43.486252
1410000000,-43.480122
1411000000,-43.718567
1412000000,-43.41021
1413000000,-43.882851
1414000000,-43.769196
1415000000,-43.794685
1416000000,-43.70578
1417000000,-43.781384
1418000000,-43.796879
1419000000,-43.69474
1420000000,-43.952541
1421000000,-44.102097
1422000000,-43.970963
1423000000,-43.847549
1424000000,-44.024944
1425000000,-43.994205
1426000000,-44.271122
1427000000,-44.122707
1428000000,-44.205246
1429000000,-44.186073
1430000000,-43.982502
1431000000,-44.254963
1432000000,-44.215027
1433000000,-44.28157
1434000000,-44.225662
1435000000,-44.229401
1436000000,-44.34856
1437000000,-44.513794
1438000000,-44.463959
1439000000,-44.364559
1440000000,-44.375183
1441000000,-44.55682
1442000000,-44.582817
1443000000,-44.536335
1444000000,-44.726948
1445000000,-44.496101
1446000000,-44.600929
1447000000,-44.608135
1448000000,-44.522457
1449000000,-44.625717
1450000000,-44.772442
1451000000,-44.787701
1452000000,-44.638165
1453000000,-44.743015
1454000000,-44.868019
1455000000,-44.778812
1456000000,-44.980865
1457000000,-44.836987
1458000000,-44.898987
1459000000,-45.141865
1460000000,-44.925808
1461000000,-45.091984
1462000000,-44.973633
1463000000,-45.068275
1464000000,-45.000389
1465000000,-45.133667
1466000000,-45.32848
1467000000,-45.348263
1468000000,-45.407429
1469000000,-45.22213
1470000000,-45.274307
1471000000,-45.326633
1472000000,-45.413624
1473000000,-45.539463
1474000000,-45.491997
1475000000,-45.600388
1476000000,-45.40485
1477000000,-45.647499
1478000000,-45.537189
1479000000,-45.502785
1480000000,-45.626587
1481000000,-45.604008
1482000000,-45.761837
1483000000,-45.7024
1484000000,-45.572128
1485000000,-45.703457
1486000000,-45.775814
1487000000,-45.933491
1488000000,-45.893852
1489000000,-45.916439
1490000000,-46.098099
1491000000,-46.218811
1492000000,-46.088715
1493000000,-46.003563
1494000000,-46.173214
1495000000,-46.154964
1496000000,-45.954803
1497000000,-46.16626
1498000000,-46.148457
1499000000,-46.264561
1500000000,-46.436363
1501000000,-46.428738
1502000000,-46.429619
1503000000,-46.202934
1504000000,-46.480587
1505000000,-46.457737
1506000000,-46.451351
1507000000,-46.511028
1508000000,-46.439037
1509000000,-46.424961
1510000000,-46.51561
1511000000,-46.65102
1512000000,-46.663528
1513000000,-46.527912
1514000000,-46.617451
1515000000,-46.767193
1516000000,-46.946373
1517000000,-46.802094
1518000000,-46.790333
1519000000,-46.878296
1520000000,-46.864632
1521000000,-47.02837
1522000000,-46.883064
1523000000,-47.09864
1524000000,-46.851269
1525000000,-46.910763
1526000000,-46.91951
1527000000,-46.938927
1528000000,-47.158825
1529000000,-47.256481
1530000000,-47.040688
1531000000,-47.219501
1532000000,-46.959354
1533000000,-47.11692
1534000000,-47.114273
1535000000,-47.237583
1536000000,-47.313107
1537000000,-47.437508
1538000000,-47.21653
1539000000,-47.619564
1540000000,-47.413406
1541000000,-47.646599
1542000000,-47.478966
1543000000,-47.403053
1544000000,-47.670818
1545000000,-47.539307
1546000000,-47.459629
1547000000,-47.608059
1548000000,-47.601929
1549000000,-47.660118
1550000000,-47.765137
1551000000,-47.758156
1552000000,-47.754028
1553000000,-47.802639
1554000000,-47.760254
1555000000,-47.91555
1556000000,-47.969757
1557000000,-47.916927
1558000000,-47.838093
1559000000,-47.962059
1560000000,-48.122169
1561000000,-48.036705
1562000000,-48.02631
1563000000,-48.050266
1564000000,-48.292393
1565000000,-48.147648
1566000000,-48.082275
1567000000,-48.152908
1568000000,-48.143127
1569000000,-48.287712
1570000000,-48.18322
1571000000,-48.407825
1572000000,-48.347321
1573000000,-48.322491
1574000000,-48.392345
1575000000,-48.53455
1576000000,-48.552242
1577000000,-48.595291
1578000000,-48.484814
1579000000,-48.5909
1580000000,-48.560642
1581000000,-48.573563
1582000000,-48.932629
1583000000,-48.647549
1584000000,-48.855808
1585000000,-48.731216
1586000000,-48.900185
1587000000,-48.921215
1588000000,-48.814735
1589000000,-49.145702
1590000000,-48.919472
1591000000,-48.890759
1592000000,-48.824997
1593000000,-49.02586
1594000000,-48.989075
1595000000,-48.933865
1596000000,-49.041725
1597000000,-49.187366
1598000000,-48.992352
1599000000,-49.328594
1600000000,-49.269119
1601000000,-49.214809
1602000000,-49.193253
1603000000,-49.182182
1604000000,-49.256512
1605000000,-49.474693
1606000000,-49.288155
1607000000,-49.316154
1608000000,-49.434784
1609000000,-49.420334
1610000000,-49.461597
1611000000,-49.321346
1612000000,-49.562401
1613000000,-49.699852
1614000000,-49.543373
1615000000,-49.657715
1616000000,-49.628803
1617000000,-49.823097
1618000000,-49.728207
1619000000,-49.768368
1620000000,-49.794918
1621000000,-49.968384
1622000000,-49.914974
1623000000,-50.015812
1624000000,-49.911743
1625000000,-49.989025
1626000000,-49.875389
1627000000,-49.991123
1628000000,-50.172974
1629000000,-50.097095
1630000000,-50.126663
1631000000,-50.130627
1632000000,-50.137421
1633000000,-50.112423
1634000000,-50.295158
1635000000,-50.174923
1636000000,-50.365902
1637000000,-50.337795
1638000000,-50.328831
1639000000,-50.214977
1640000000,-50.301369
1641000000,-50.514919
1642000000,-50.473309
1643000000,-50.61298
1644000000,-50.511639
1645000000,-50.459301
1646000000,-50.59568
1647000000,-50.610935
1648000000,-50.446281
1649000000,-50.539776
1650000000,-50.758553
1651000000,-50.667248
1652000000,-50.637836
1653000000,-50.616745
1654000000,-50.841072
1655000000,-50.849758
1656000000,-50.879436
1657000000,-50.720348
1658000000,-51.004665
1659000000,-50.985008
1660000000,-51.075855
1661000000,-50.957031
1662000000,-50.896477
1663000000,-50.943092
1664000000,-51.107929
1665000000,-51.155415
1666000000,-51.109661
1667000000,-51.135654
1668000000,-51.094841
1669000000,-51.14262
1670000000,-51.338184
1671000000,-51.178432
1672000000,-51.291748
1673000000,-51.306213
1674000000,-51.386169
1675000000,-51.646847
1676000000,-51.320332
1677000000,-51.389458
1678000000,-51.512848
1679000000,-51.517803
1680000000,-51.633034
1681000000,-51.562439
1682000000,-51.583462
1683000000,-51.627087
1684000000,-51.786613
1685000000,-51.750961
1686000000,-51.751419
1687000000,-51.691433
1688000000,-51.852695
1689000000,-51.810776
1690000000,-51.792995
1691000000,-51.784531
1692000000,-51.956177
1693000000,-51.84832
1694000000,-52.045727
1695000000,-52.220036
1696000000,-52.057369
1697000000,-51.990261
1698000000,-52.041908
1699000000,-52.139153
1700000000,-52.195526
1701000000,-52.236935
1702000000,-52.375191
1703000000,-52.242599
1704000000,-52.402309
1705000000,-52.380096
1706000000,-52.334198
1707000000,-52.283348
1708000000,-52.433609
1709000000,-52.430305
1710000000,-52.4268
1711000000,-52.567184
1712000000,-52.353065
1713000000,-52.48642
1714000000,-52.816235
1715000000,-52.606358
1716000000,-52.519569
1717000000,-52.643311
1718000000,-52.629425
1719000000,-52.682056
1720000000,-52.638435
1721000000,-52.744514
1722000000,-52.687843
1723000000,-52.795715
1724000000,-52.770977
1725000000,-52.757641
1726000000,-53.004379
1727000000,-52.898079
1728000000,-52.923634
1729000000,-53.194672
1730000000,-52.998299
1731000000,-52.996357
1732000000,-53.020061
1733000000,-53.178749
1734000000,-53.124062
1735000000,-53.319881
1736000000,-53.182167
1737000000,-53.228821
1738000000,-53.265232
1739000000,-53.436779
1740000000,-53.25782
1741000000,-53.290787
1742000000,-53.41967
1743000000,-53.42836
1744000000,-53.444309
1745000000,-53.496895
1746000000,-53.613937
1747000000,-53.600853
1748000000,-53.68911
1749000000,-53.722164
1750000000,-53.624275
1751000000,-53.780815
1752000000,-53.981293
1753000000,-53.731056
1754000000,-53.694183
1755000000,-53.885902
1756000000,-53.797775
1757000000,-53.79266
1758000000,-53.954006
1759000000,-53.999447
1760000000,-53.960365
1761000000,-54.020657
1762000000,-54.063423
1763000000,-54.262707
1764000000,-54.011581
1765000000,-54.377609
1766000000,-54.059395
1767000000,-54.079132
1768000000,-54.326298
1769000000,-54.247688
1770000000,-54.289898
1771000000,-54.367458
1772000000,-54.402622
1773000000,-54.21645
1774000000,-54.457878
1775000000,-54.311279
1776000000,-54.407814
1777000000,-54.370167
1778000000,-54.528099
1779000000,-54.452309
1780000000,-54.466492
1781000000,-54.659843
1782000000,-54.505592
1783000000,-54.669647
1784000000,-54.59938
1785000000,-54.892704
1786000000,-54.826813
1787000000,-54.680946
1788000000,-54.910931
1789000000,-54.879131
1790000000,-54.732483
1791000000,-54.799969
1792000000,-54.866177
1793000000,-55.090202
1794000000,-54.885357
1795000000,-55.136475
1796000000,-55.097038
1797000000,-55.104801
1798000000,-55.236732
1799000000,-55.152939
1800000000,-55.200272
1801000000,-55.270855
1802000000,-55.283009
1803000000,-55.152195
1804000000,-55.325958
1805000000,-55.319412
1806000000,-55.316589
1807000000,-55.508827
1808000000,-55.33889
1809000000,-55.464287
1810000000,-55.466263
1811000000,-55.697758
1812000000,-55.422352
1813000000,-55.640659
1814000000,-55.61657
1815000000,-55.696846
1816000000,-55.807278
1817000000,-55.855778
1818000000,-55.603985
1819000000,-55.760113
1820000000,-55.785057
1821000000,-55.770733
1822000000,-55.813412
1823000000,-55.894417
1824000000,-55.99725
1825000000,-55.795586
1826000000,-56.063416
1827000000,-55.814102
1828000000,-56.064735
1829000000,-56.062908
1830000000,-56.253231
1831000000,-56.039276
1832000000,-56.265141
1833000000,-56.447617
1834000000,-56.176918
1835000000,-56.3615
1836000000,-56.2346
1837000000,-56.291527
1838000000,-56.441895
1839000000,-56.322582
1840000000,-56.123161
1841000000,-56.397373
1842000000,-56.595451
1843000000,-56.615879
1844000000,-56.549553
1845000000,-56.361214
1846000000,-56.658691
1847000000,-56.668514
1848000000,-56.529705
1849000000,-56.636208
1850000000,-56.719429
1851000000,-56.788853
1852000000,-56.677776
1853000000,-56.816429
1854000000,-56.747616
1855000000,-56.895897
1856000000,-57.066498
1857000000,-56.865654
1858000000,-56.940945
1859000000,-56.974937
1860000000,-56.881702
1861000000,-56.988594
1862000000,-57.147972
1863000000,-57.060822
1864000000,-57.272976
1865000000,-57.02512
1866000000,-57.380169
1867000000,-57.442875
1868000000,-57.174908
1869000000,-57.463768
1870000000,-57.480358
1871000000,-57.288933
1872000000,-57.558674
1873000000,-57.447144
1874000000,-57.634148
1875000000,-57.377975
1876000000,-57.547569
1877000000,-57.58474
1878000000,-57.599136
1879000000,-57.700981
1880000000,-57.603268
1881000000,-57.699772
1882000000,-57.745903
1883000000,-57.857113
1884000000,-57.864277
1885000000,-57.739727
1886000000,-57.692539
1887000000,-57.70422
1888000000,-57.801739
1889000000,-57.818836
1890000000,-57.953247
1891000000,-57.977501
1892000000,-58.064007
1893000000,-58.006905
1894000000,-58.087639
1895000000,-58.007095
1896000000,-58.039028
1897000000,-58.232903
1898000000,-58.344028
1899000000,-58.234337
1900000000,-58.279171
1901000000,-58.137184
1902000000,-58.141937
1903000000,-58.402264
1904000000,-58.156078
1905000000,-58.436714
1906000000,-58.266151
1907000000,-58.393002
1908000000,-58.690109
1909000000,-58.432152
1910000000,-58.582958
1911000000,-58.599846
1912000000,-58.708591
1913000000,-58.523827
1914000000,-58.768391
1915000000,-58.666714
1916000000,-58.717537
1917000000,-58.812103
1918000000,-58.897507
1919000000,-58.708637
1920000000,-58.821404
1921000000,-58.831287
1922000000,-58.853821
1923000000,-58.820538
1924000000,-59.151844
1925000000,-59.144993
1926000000,-59.135143
1927000000,-59.24147
1928000000,-59.19294
1929000000,-59.0868
1930000000,-59.342773
1931000000,-59.217381
1932000000,-59.327297
1933000000,-59.251633
1934000000,-59.406212
1935000000,-59.371815
1936000000,-59.39822
1937000000,-59.396759
1938000000,-59.230129
1939000000,-59.516075
1940000000,-59.222378
1941000000,-59.30801
1942000000,-59.4547
1943000000,-59.461899
1944000000,-59.43169
1945000000,-59.482944
1946000000,-59.664757
1947000000,-59.829365
1948000000,-59.669327
1949000000,-59.792332
1950000000,-59.658398
1951000000,-59.906239
1952000000,-59.832588
1953000000,-59.750401
1954000000,-60.021271
1955000000,-60.134781
1956000000,-59.910172
1957000000,-59.996307
1958000000,-59.807663
1959000000,-60.119164
1960000000,-60.115719
1961000000,-60.333225
1962000000,-59.941597
1963000000,-60.221565
1964000000,-60.289116
1965000000,-59.981266
1966000000,-60.328167
1967000000,-60.224335
1968000000,-60.241444
1969000000,-60.243717
1970000000,-60.304043
1971000000,-60.16547
1972000000,-60.288952
1973000000,-60.50864
1974000000,-60.429962
1975000000,-60.622902
1976000000,-60.386421
1977000000,-60.544792
1978000000,-60.548069
1979000000,-60.684532
1980000000,-60.70726
1981000000,-60.900726
1982000000,-60.665966
1983000000,-61.026375
1984000000,-61.062527
1985000000,-60.760666
1986000000,-61.053333
1987000000,-61.184246
1988000000,-60.837471
1989000000,-60.791531
1990000000,-60.933483
1991000000,-61.055218
1992000000,-61.198128
1993000000,-60.916996
1994000000,-61.308456
1995000000,-61.200359
1996000000,-61.201817
1997000000,-61.001247
1998000000,-61.273315
