frequency,acetone,DI water,ethylene glycol,glass cleaner,hydrocal,isopropyl,pine sol,silicone fluid,simple green,WD 40
3387200000,20.282,76.1505,10.8251,74.7611,2.0551,6.8148,62.224,2.1179,62.1004,1.9171
3396800000,20.2899,76.1422,10.7997,74.7464,2.0483,6.8031,62.2211,2.1073,62.1044,1.9091
3406400000,20.2882,76.1266,10.7804,74.7255,2.0429,6.794,62.2168,2.0929,62.0995,1.9067
3416000000,20.2827,76.1139,10.7543,74.7175,2.0446,6.7724,62.1986,2.0946,62.0877,1.9064
3425600000,20.2876,76.113,10.7352,74.7065,2.0386,6.7629,62.2034,2.0726,62.1036,1.9004
3435200000,20.2884,76.0954,10.7127,74.6922,2.0455,6.755,62.2032,2.0574,62.1036,1.9012
3444800000,20.2917,76.0855,10.6898,74.6624,2.0432,6.7476,62.1869,2.0366,62.1047,1.8984
3454400000,20.2911,76.0789,10.664,74.6376,2.0389,6.7266,62.1587,2.0281,62.0939,1.8922
3464000000,20.2905,76.0705,10.6309,74.6196,2.0375,6.7159,62.1487,2.0129,62.0884,1.8874
3473600000,20.2935,76.0629,10.6107,74.5994,2.0353,6.6991,62.1475,2.0055,62.0808,1.8888
3483200000,20.2974,76.0328,10.5872,74.5775,2.029,6.6872,62.148,1.9941,62.08,1.879
3492800000,20.31,76.0216,10.5545,74.5751,2.0222,6.6676,62.1634,1.9915,62.0977,1.8797
3502400000,20.3258,76.0204,10.5273,74.5641,2.0206,6.6563,62.2064,1.9844,62.1498,1.8787
3512000000,20.3346,76.0107,10.5096,74.567,2.0175,6.6541,62.2503,1.9734,62.2209,1.8756
3521600000,20.3377,75.987,10.4864,74.5546,2.0178,6.6435,62.2721,1.9614,62.2763,1.8767
3531200000,20.3549,75.9838,10.4653,74.5499,2.0217,6.6353,62.2873,1.9449,62.3115,1.8781
3540800000,20.3567,75.9636,10.4467,74.5257,2.0211,6.6286,62.2811,1.9355,62.3138,1.8763
3550400000,20.3697,75.9609,10.4299,74.533,2.0283,6.6147,62.2763,1.9251,62.3251,1.8789
3560000000,20.3711,75.9288,10.4094,74.5111,2.0241,6.6063,62.2656,1.9167,62.3239,1.878
3569600000,20.3869,75.9233,10.402,74.5184,2.0269,6.6044,62.283,1.9197,62.3557,1.8759
3579200000,20.385,75.9239,10.3895,74.5096,2.0272,6.5925,62.2731,1.9329,62.3665,1.8803
3588800000,20.4062,75.9134,10.3726,74.5186,2.0293,6.5872,62.2818,1.9492,62.3835,1.881
3598400000,20.4043,75.8904,10.3645,74.5059,2.023,6.5849,62.2876,1.9604,62.379,1.8722
3608000000,20.4193,75.8889,10.355,74.5176,2.0288,6.5851,62.2915,1.985,62.407,1.8834
3617600000,20.4199,75.8813,10.3493,74.514,2.0249,6.5826,62.278,2.0023,62.4061,1.8835
3627200000,20.4267,75.8605,10.344,74.503,2.0277,6.5828,62.2545,2.0037,62.408,1.8807
3636800000,20.4194,75.8451,10.3271,74.4856,2.0333,6.5799,62.2157,2.0125,62.3721,1.8871
3646400000,20.4235,75.8357,10.3148,74.4681,2.0393,6.5732,62.1874,2.0177,62.3282,1.8958
3656000000,20.4217,75.8275,10.3004,74.4575,2.0417,6.571,62.1457,2.0311,62.2663,1.8996
3665600000,20.4208,75.8192,10.2889,74.4348,2.0452,6.5672,62.1212,2.0385,62.249,1.8949
3675200000,20.4235,75.8024,10.2698,74.4266,2.0495,6.5618,62.1122,2.0461,62.2196,1.9019
3684800000,20.4127,75.7894,10.2561,74.4161,2.0489,6.5546,62.0944,2.0627,62.2286,1.9061
3694400000,20.4114,75.7859,10.2427,74.401,2.0473,6.5537,62.0887,2.0793,62.2385,1.9048
3704000000,20.4125,75.7605,10.2311,74.3878,2.0579,6.5546,62.0678,2.0931,62.2277,1.9164
3713600000,20.4048,75.7529,10.213,74.3807,2.054,6.5552,62.0351,2.1126,62.1818,1.9149
3723200000,20.3992,75.7394,10.199,74.3625,2.0589,6.5509,61.9905,2.1234,62.1397,1.9147
3732800000,20.3952,75.7249,10.1829,74.336,2.055,6.545,61.9175,2.1249,62.0778,1.9108
3742400000,20.3822,75.7089,10.1676,74.3182,2.0574,6.5345,61.8512,2.1306,62.0099,1.9178
3752000000,20.376,75.6862,10.1478,74.2869,2.0599,6.5269,61.7852,2.1258,61.9484,1.921
3761600000,20.3637,75.6715,10.1293,74.2646,2.0559,6.5146,61.7334,2.1266,61.8934,1.9174
3771200000,20.3673,75.6583,10.112,74.2455,2.0595,6.5121,61.7011,2.1338,61.8234,1.9217
3780800000,20.3593,75.6435,10.0968,74.22,2.0633,6.4962,61.6451,2.1353,61.762,1.9221
3790400000,20.3587,75.6295,10.0824,74.2052,2.0604,6.4881,61.6185,2.1473,61.7371,1.9201
3800000000,20.356,75.6118,10.0672,74.1794,2.0617,6.4832,61.5792,2.1549,61.7111,1.9174
3809600000,20.3505,75.6054,10.0508,74.1619,2.0611,6.4749,61.5236,2.1573,61.6748,1.9186
3819200000,20.343,75.5881,10.0358,74.1306,2.06,6.4662,61.4733,2.1539,61.6208,1.9172
3828800000,20.3444,75.5641,10.019,74.1027,2.0571,6.456,61.4087,2.1473,61.5599,1.9152
3838400000,20.3409,75.5612,9.995,74.0687,2.0553,6.4471,61.3797,2.1364,61.5058,1.9096
3848000000,20.3406,75.5594,9.9702,74.0487,2.0478,6.4304,61.3398,2.1255,61.4715,1.909
3857600000,20.3395,75.532,9.9571,74.017,2.0453,6.4216,61.3078,2.1186,61.4461,1.9062
3867200000,20.3472,75.5137,9.9389,73.9904,2.0448,6.4082,61.2953,2.0979,61.4474,1.9052
3876800000,20.3413,75.4967,9.9187,73.9793,2.0452,6.3876,61.2822,2.0941,61.454,1.902
3886400000,20.3484,75.4828,9.8953,73.9604,2.0466,6.3846,61.2801,2.0815,61.4451,1.9053
3896000000,20.3486,75.4577,9.8732,73.9402,2.0433,6.3749,61.2536,2.071,61.4177,1.8957
3905600000,20.3428,75.4449,9.8488,73.9243,2.0426,6.3659,61.2285,2.0616,61.3966,1.898
3915200000,20.3423,75.4168,9.8242,73.8889,2.0421,6.347,61.1772,2.0463,61.3691,1.8912
3924800000,20.3389,75.4237,9.8063,73.8803,2.0348,6.3342,61.1594,2.0253,61.3579,1.8849
3934400000,20.337,75.407,9.7857,73.8532,2.0231,6.3125,61.1316,2.0099,61.3273,1.8758
3944000000,20.3468,75.3922,9.7651,73.8291,2.0179,6.2974,61.1322,2.0045,61.336,1.8747
3953600000,20.3588,75.3655,9.7484,73.8101,2.0094,6.278,61.1532,1.9843,61.3516,1.8664
3963200000,20.3652,75.3657,9.7355,73.8209,2.008,6.2725,61.1901,1.9795,61.4178,1.8683
3972800000,20.3829,75.3512,9.7292,73.8151,2.0004,6.2702,61.2419,1.9647,61.498,1.8565
3982400000,20.3883,75.3484,9.718,73.8154,2.0065,6.2628,61.2619,1.9579,61.5473,1.8698
3992000000,20.3994,75.3298,9.7141,73.8053,2.0081,6.2635,61.2672,1.9509,61.5721,1.8649
4001600000,20.4015,75.3169,9.701,73.7922,2.0084,6.2658,61.2611,1.9398,61.5667,1.8622
4011200000,20.4021,75.2963,9.6799,73.7747,2.0126,6.2566,61.2254,1.9282,61.5197,1.8631
4020800000,20.4061,75.285,9.6666,73.7503,2.0097,6.2515,61.1947,1.9063,61.4793,1.8625
4030400000,20.4044,75.2782,9.6486,73.7317,2.0114,6.2426,61.1751,1.8989,61.4747,1.8676
4040000000,20.4156,75.278,9.6262,73.7125,2.0038,6.2347,61.2136,1.8817,61.5382,1.8574
4049600000,20.4219,75.2528,9.6208,73.7103,2.0111,6.2331,61.2597,1.8946,61.609,1.8773
4059200000,20.4298,75.2504,9.6108,73.7117,2.0028,6.2244,61.3068,1.8946,61.6546,1.8603
4068800000,20.4419,75.2378,9.6101,73.7173,2.0096,6.2172,61.3435,1.9074,61.7017,1.8768
4078400000,20.4582,75.2252,9.6114,73.7152,2.0211,6.2243,61.3874,1.925,61.75,1.8805
4088000000,20.4631,75.2104,9.6137,73.7184,2.026,6.2324,61.3982,1.9421,61.7703,1.8835
4097600000,20.465,75.1913,9.6027,73.711,2.0344,6.2368,61.3595,1.9579,61.7406,1.895
4107200000,20.4692,75.1797,9.6039,73.7006,2.0342,6.2395,61.3238,1.9663,61.7081,1.89
4116800000,20.4652,75.1683,9.6043,73.6823,2.0417,6.238,61.2826,1.9724,61.649,1.8966
4126400000,20.4621,75.1502,9.5905,73.6577,2.0431,6.2348,61.2303,1.9907,61.5792,1.8968
4136000000,20.4687,75.132,9.5811,73.6418,2.046,6.2236,61.1954,1.9928,61.5385,1.902
4145600000,20.4711,75.1202,9.5776,73.6319,2.0428,6.2146,61.1811,2.0181,61.5376,1.9031
4155200000,20.4843,75.1084,9.5706,73.627,2.0487,6.2089,61.1726,2.0407,61.5513,1.908
4164800000,20.4802,75.0844,9.5648,73.611,2.0498,6.2094,61.1629,2.0624,61.5759,1.9089
4174400000,20.4851,75.0711,9.5607,73.6014,2.0507,6.2092,61.126,2.0851,61.5757,1.9081
4184000000,20.4889,75.0606,9.5549,73.586,2.0548,6.2071,61.0843,2.1053,61.5404,1.9153
4193600000,20.482,75.0455,9.5465,73.5689,2.0593,6.2081,61.0078,2.1231,61.4394,1.9137
4203200000,20.48,75.0203,9.5321,73.5402,2.0603,6.2068,60.9124,2.1371,61.3401,1.9148
4212800000,20.4761,75.0168,9.5163,73.523,2.0588,6.199,60.8424,2.1411,61.2618,1.9166
4222400000,20.4736,75.004,9.4965,73.49,2.0554,6.1945,60.7847,2.1411,61.2248,1.9145
4232000000,20.4726,74.9843,9.4866,73.4716,2.0583,6.1845,60.7305,2.1454,61.1856,1.9165
4241600000,20.4702,74.9678,9.4668,73.441,2.0634,6.1759,60.6896,2.1489,61.1472,1.9226
4251200000,20.4762,74.9454,9.4505,73.4157,2.0581,6.166,60.6785,2.1454,61.1246,1.9186
4260800000,20.4776,74.9303,9.4432,73.4035,2.0606,6.1637,60.6635,2.1455,61.11,1.9156
4270400000,20.4745,74.9163,9.4302,73.3839,2.0638,6.1605,60.6333,2.1439,61.0857,1.9186
4280000000,20.4707,74.8986,9.4142,73.3571,2.0642,6.153,60.5783,2.1367,61.0445,1.9191
4289600000,20.4661,74.8856,9.4014,73.3382,2.0605,6.1487,60.5349,2.127,60.9973,1.9164
4299200000,20.4604,74.8656,9.3911,73.3087,2.0604,6.1433,60.4602,2.1186,60.9067,1.9158
4308800000,20.4526,74.8458,9.3751,73.2762,2.0552,6.1321,60.3875,2.1053,60.8036,1.9104
4318400000,20.4521,74.8396,9.36,73.2402,2.0504,6.1189,60.3333,2.0973,60.7517,1.9097
4328000000,20.4515,74.8201,9.3457,73.2129,2.0491,6.1041,60.3141,2.087,60.7065,1.9065
4337600000,20.4545,74.7997,9.3312,73.1856,2.0407,6.0939,60.2971,2.0802,60.711,1.8996
4347200000,20.4533,74.7882,9.3201,73.1633,2.0394,6.0803,60.2917,2.075,60.7358,1.8969
4356800000,20.4572,74.7786,9.3048,73.1523,2.0411,6.0742,60.3045,2.0695,60.7744,1.8937
4366400000,20.4588,74.7704,9.2944,73.1393,2.036,6.0626,60.3003,2.0609,60.7782,1.8938
4376000000,20.4576,74.7523,9.2794,73.1166,2.0362,6.0545,60.2831,2.0491,60.7663,1.8887
4385600000,20.459,74.7444,9.262,73.0987,2.0324,6.0421,60.2528,2.0294,60.7451,1.8861
4395200000,20.4552,74.7198,9.2489,73.0629,2.0253,6.0332,60.2393,2.0133,60.7516,1.8818
4404800000,20.4595,74.7188,9.2285,73.0478,2.0209,6.0224,60.2386,1.991,60.7524,1.8798
4414400000,20.4653,74.7043,9.2105,73.0191,2.019,6.0094,60.2425,1.9753,60.7629,1.8754
4424000000,20.4664,74.6731,9.1955,72.9928,2.0127,5.9947,60.2652,1.9617,60.7922,1.8709
4433600000,20.466,74.6664,9.1712,72.9916,2.0021,5.9687,60.311,1.9469,60.8212,1.88
4443200000,20.4833,74.6454,9.178,72.9769,2.0136,5.9761,60.3327,1.9457,60.8541,1.8682
4452800000,20.4814,74.6353,9.163,72.9726,2.0204,5.9726,60.3717,1.9487,60.8788,1.8706
4462400000,20.485,74.6154,9.1572,72.9549,2.0228,5.971,60.3908,1.9435,60.9128,1.8682
4472000000,20.4813,74.5992,9.1484,72.9392,2.0232,5.9703,60.3966,1.9366,60.9176,1.8671
4481600000,20.4768,74.5848,9.1405,72.9222,2.0237,5.962,60.3759,1.9246,60.9045,1.8653
4491200000,20.4769,74.561,9.1351,72.9014,2.0198,5.9612,60.3776,1.9187,60.9112,1.8593
4500800000,20.4654,74.5439,9.1278,72.8764,2.0166,5.9501,60.3897,1.9062,60.9122,1.8604
4510400000,20.4699,74.5388,9.1205,72.8786,2.01,5.9475,60.4006,1.8986,60.9394,1.8577
4520000000,20.4663,74.5208,9.1145,72.8612,1.9982,5.9327,60.4099,1.899,60.983,1.8563
4529600000,20.4844,74.502,9.1099,72.8615,2.0026,5.9434,60.4523,1.8969,61.0596,1.86
4539200000,20.4908,74.4904,9.1088,72.8674,2.0048,5.9454,60.4767,1.9141,61.1042,1.8624
4548800000,20.4992,74.4719,9.1028,72.8658,2.0116,5.9487,60.4741,1.9347,61.1156,1.8675
4558400000,20.5073,74.4592,9.1045,72.8677,2.018,5.9513,60.4641,1.9442,61.1143,1.8729
4568000000,20.5043,74.4553,9.1007,72.873,2.0142,5.958,60.4484,1.9557,61.1031,1.8706
4577600000,20.5019,74.4236,9.0883,72.8478,2.0173,5.9579,60.3908,1.9698,61.0537,1.8764
4587200000,20.5055,74.4159,9.0871,72.8362,2.0202,5.9585,60.3439,1.9754,60.9966,1.8836
4596800000,20.5165,74.4031,9.083,72.8286,2.0221,5.96,60.3119,1.9879,60.9748,1.8829
4606400000,20.5119,74.3848,9.06,72.8093,2.0206,5.9587,60.2948,1.9972,60.935,1.8837
4616000000,20.5103,74.3686,9.0667,72.7973,2.0247,5.9582,60.2903,2.0033,60.9515,1.8848
4625600000,20.5113,74.3515,9.0567,72.7786,2.0304,5.9555,60.2531,2.0225,60.9159,1.8879
4635200000,20.5167,74.3389,9.039,72.7701,2.0262,5.9626,60.2459,2.0424,60.8908,1.8844
4644800000,20.512,74.3201,9.0481,72.7574,2.0429,5.9618,60.2027,2.0611,60.8696,1.8988
4654400000,20.5039,74.313,9.0464,72.7368,2.0471,5.9645,60.1412,2.0723,60.8148,1.9017
4664000000,20.4964,74.2991,9.0395,72.7104,2.0482,5.9656,60.0686,2.0854,60.7303,1.9006
4673600000,20.4861,74.2729,9.0313,72.6801,2.0489,5.9613,59.979,2.0963,60.6302,1.9022
4683200000,20.4789,74.2529,9.0231,72.6347,2.0484,5.9534,59.8966,2.0979,60.5516,1.9026
4692800000,20.471,74.2352,9.009,72.6034,2.0428,5.9461,59.8504,2.0995,60.4861,1.8984
4702400000,20.4758,74.2209,8.9966,72.577,2.0447,5.9313,59.8114,2.0971,60.4505,1.9021
4712000000,20.4671,74.2068,8.9871,72.5563,2.0436,5.9168,59.8054,2.1012,60.4482,1.8992
4721600000,20.4699,74.1861,8.9759,72.5396,2.0508,5.9191,59.7755,2.105,60.4325,1.9021
4731200000,20.4684,74.1728,8.964,72.5145,2.0506,5.912,59.7515,2.1048,60.4155,1.8987
4740800000,20.4685,74.1606,8.9591,72.4952,2.0522,5.9072,59.7157,2.1062,60.3868,1.8982
4750400000,20.4604,74.1363,8.9459,72.4577,2.0511,5.8987,59.6509,2.1026,60.3216,1.8973
4760000000,20.4596,74.1177,8.9295,72.4274,2.049,5.894,59.573,2.0978,60.2364,1.8984
4769600000,20.4511,74.0985,8.9195,72.3744,2.045,5.8823,59.4877,2.0868,60.1619,1.8939
4779200000,20.4528,74.0789,8.9025,72.3439,2.0365,5.871,59.4428,2.0748,60.1126,1.8912
4788800000,20.4491,74.0576,8.8846,72.3084,2.032,5.8589,59.4064,2.0593,60.0731,1.8863
4798400000,20.4633,74.0451,8.8593,72.2906,2.0265,5.836,59.4017,2.0552,60.0582,1.8915
4808000000,20.4534,74.0292,8.8449,72.2689,2.0258,5.8283,59.4369,2.0455,60.087,1.8842
4817600000,20.4749,74.0125,8.8443,72.2589,2.0239,5.832,59.4644,2.0396,60.135,1.8811
4827200000,20.4816,74.0048,8.8424,72.2552,2.0269,5.8308,59.5026,2.0293,60.1865,1.8795
4836800000,20.4836,73.9816,8.8362,72.2372,2.0296,5.8279,59.4988,2.0249,60.2057,1.881
4846400000,20.4858,73.9663,8.8297,72.2136,2.0295,5.8262,59.4895,2.0122,60.2127,1.8752
4856000000,20.4808,73.9441,8.8229,72.1876,2.0265,5.8226,59.452,1.9953,60.1804,1.8705
4865600000,20.48,73.9367,8.8196,72.1616,2.0235,5.8147,59.4012,1.9782,60.146,1.8667
4875200000,20.4754,73.9205,8.8046,72.1317,2.0165,5.8015,59.3642,1.9605,60.1161,1.8633
4884800000,20.4882,73.8961,8.7774,72.1104,2.0106,5.7722,59.36,1.95,60.1271,1.8598
4894400000,20.4901,73.8824,8.7725,72.1026,2.004,5.7671,59.362,1.9384,60.1627,1.8723
4904000000,20.4879,73.8646,8.7681,72.0885,2.0036,5.7738,59.4068,1.9314,60.1939,1.8571
4913600000,20.4876,73.8481,8.7518,72.0853,2.0027,5.7556,59.4328,1.9348,60.2393,1.8589
4923200000,20.5022,73.8332,8.7533,72.0834,2.0029,5.765,59.4726,1.9319,60.2705,1.8561
4932800000,20.509,73.8161,8.748,72.0744,2.0063,5.7661,59.4897,1.9294,60.2894,1.8583
4942400000,20.5088,73.8003,8.7437,72.0616,2.009,5.7663,59.4775,1.93,60.2995,1.8604
4952000000,20.5108,73.7856,8.7373,72.0477,2.008,5.7648,59.4554,1.9239,60.2845,1.8624
4961600000,20.509,73.7737,8.7266,72.0274,2.0096,5.7615,59.4329,1.9221,60.2758,1.8631
4971200000,20.5234,73.7508,8.7044,72.0032,2.0081,5.736,59.3892,1.919,60.2484,1.863
4980800000,20.5251,73.7322,8.7028,71.9788,2.0147,5.7326,59.4004,1.9132,60.2418,1.8728
4990400000,20.5279,73.7156,8.6989,71.9789,2.0119,5.7516,59.4224,1.9204,60.2809,1.8697
5000000000,20.5302,73.6964,8.6977,71.9775,2.0046,5.756,59.4689,1.9221,60.3328,1.8605
